Winner,Move Count,Moves,Final Position
White,235,f3 Na6 e3 g5 h4 f6 d3 gxh4 Nh3 Kf7 Qd2 Qe8 e4 Nb8 Qc3 a6 Qxc7 f5 c4 h5 d4 Qd8 e5 Qe8 Qd6 Nf6 c5 Qd8 e6+ Kg6 Be2 b6 b4 dxe6 Nc3 Ng8 Bc4 Rh7 Bf1 Qxd6 Ke2 Qg3 Nb1 Qf4 Rg1 Bb7 Be3 Qxf3+ Kd2 Rh8 Kc2 Qxe3 d5 Nf6 Bb5 Ng8 d6 Qh6 Nf2 Qe3 d7 Rh6 d8=Q Qc3+ Nxc3 Kf6 Qxb6 Bd5 Be2 Bxa2 Kc1 a5 Rd1 Ke5 Ng4+ hxg4 Bxg4 h3 Kb2 Na6 Rac1 f4 Rf1 h2 Rc2 Nb8 Bh3 Bg7 Qa6 Rh5 Qa7 Rh8 Rd1 h1=B Rdc1 f3 Qc7+ Kf6 Rd2 Kg5 Re2 Na6 Qd6 a4 g4 a3+ Kc2 Nb8 Bg2 Kh4 Ne4 Bb3+ Kxb3 Ra5 bxa5 Bf6 Qd3 Bg7 Nf6 Rh6 Qd1 Rh5 Qe1+ Kg5 Ne4+ Kf4 Kxa3 Rh8 c6 Be5 a6 Bc3 Qd2+ Kxg4 Rc2 Rh6 Ng5 Rh2 Re4+ Kh5 Ra2 Ba1 Bxh1 Nh6 Qf4 Nxa6 Rxh2+ Kg6 Ra2 Nf7 Rae2 Bb2+ Kb3 Nxg5 Ra4 Nb8 Rg2 Na6 Qh4 Be5 Rag4 Bd6 Kc3 Nc7 Kc4 Bc5 Kxc5 Na8 Qg3 Kh5 Qf2 Nb6 Qf1 Nf7 Rg8 f2 Rc8 Nc4 Qxc4 f1=R Qb3 Ra1 Qb7 Ra2 Qb4 Ra1 Rcg8 Ra8 Qf4 Rd8 Qf6 Rd2 R2g5+ Nxg5 Rh8+ Kg4 Kb5 Nf3 Qxe6+ Kg5 Rg8+ Kh5 Ka5 Rd4 Qd5+ Kh6 Ra8 Rf4 Qxf3 Rf6 Kb5 Kg6 Qf2 Rf5+ Ka4 Rf7 Qh2 Kg5 Qg2+ Kh4 Qg8 Rf8 Kb3 Rf7 Re8 Kh3 Ka2 e5 Re6 Rf8 Rd6 Ra8+ Kb3 Ra6 Rh6#,6Q1/8/r1P4R/4p3/8/1K5k/8/7B b - - 7 118
Black,366,Na3 c6 d4 b5 g3 h5 c3 Ba6 Bg5 Bc8 Qb1 e5 Bd2 f5 b4 Qf6 Nf3 Ba6 Qe4 c5 Qd3 d5 g4 Rh7 Nh4 g5 Qe4 Rf7 Nf3 Bh6 gxf5 Kd7 Qb1 Ke7 Qc2 Kd8 e4 Qe7 Nxe5 Nc6 O-O-O Bb7 Re1 Qxe5 Kb1 Nxd4 Kc1 Qg7 Nxb5 Nxf5 h4 Ng3 c4 Qa1+ Qb1 Rd7 Nc7 Bg7 Bc3 Ne2+ Bxe2 Kxc7 f4 Kc8 Bd2 Rb8 Rh3 Bc6 Rg3 Qe5 Rd1 Qb2+ Qxb2 Rd8 Kc2 Bh8 Qb1 dxe4 Rc3 Rb6 Kb3 Ne7 fxg5 Rxd2 Rg3 Rd6 Rgg1 Ra6 Bd3 Bb5 Be2 Bg7 bxc5 Rdb6 a3 Rg6 Rg4 Rgd6 Rh1 Ba1 Qe1 Nd5 Rgg1 Kc7 Rg3 Bd7 Rf3 Rac6 Rf5 Ne3 Qd1 Bxf5 Rg1 Kd8 Ka2 Rd4 Qxd4+ Bd7 Re1 Ng2 Qh8+ Bxh8 Bf1 Rg6 Re2 Bf5 a4 a5 Rb2 Ke7 Rb4 Bc3 Kb1 Bd2 Rb8 Be3 Ka2 Rxg5 Rb1 Rg4 Rb2 Ke8 Ka1 Bg1 Rb3 Bf2 Rb6 Kf7 Kb1 Bg1 Rg6 Bh2 Rg5 Bg6 Rxh5 Ke7 Kb2 Ke8 Ka2 Ne3 Bg2 Nxg2 Kb3 Nf4 Kc3 Kf7 Rf5+ Bxf5 Kc2 Bc8 Kd1 Ke7 Kc1 Ng6 Kc2 Bb7 Kd1 Kd7 Ke2 Kd8 Kd2 Rxh4 Kc1 Be5 Kd2 Kc8 Kc2 Bd6 Kc3 Rf4 c6 Ne5 Kb2 Bxc6 Kb1 Bf8 Kb2 Kb8 Kc2 Bd6 Kd2 Rf5 Ke3 Rf8 c5 Rf2 Kd4 Rb2 Kc3 e3 Kxb2 Bf3 cxd6 Ng6 d7 Bg2 Kc2 Ne7 d8=N Kc8 Nc6 Nd5 Nb4 Nf4 Kd1 Be4 Nd5 Bxd5 Kc1 Kd7 Kb2 Ke6 Kc1 Bg2 Kb2 Ne2 Ka3 Ba8 Ka2 Bd5+ Kb1 Be4+ Ka2 Bc2 Kb2 Kf6 Ka1 Nc1 Kb2 Bh7 Ka3 Kf7 Kb2 Bg8 Ka1 Nd3 Ka2 Ke7+ Kb1 Be6 Ka1 Kd6 Kb1 Ke5 Ka1 Nb2 Kb1 Bc8 Ka1 Bd7 Kb1 Kf4 Kc2 Be8 Kb3 Bd7 Kc3 Ke5 Kxb2 Kd4 Ka2 Bg4 Ka1 Kc5 Kb2 Bh5 Ka3 Bf3 Ka2 Kb4 Ka1 Bd5 Kb2 Ba2 Ka1 Bc4 Kb2 Ba6 Ka1 Kc5 Ka2 Kb4 Ka1 Bc8 Kb2 Kc4 Ka1 Be6 Kb2 Bg8 Ka3 Kd5 Ka2 Be6 Ka3 Bc8 Kb2 Bh3 Ka3 Bg2 Kb2 Kc4 Kc1 Bd5 Kb2 Bg8 Kb1 Kb3 Kc1 Ka3 Kc2 Bd5 Kc1 Kxa4 Kc2 Bc4 Kb1 Bd3+ Kc1 Ba6 Kb1 Kb5 Ka2 Kb4 Kb2 Be2 Ka1 Bc4 Kb1 Be2 Ka1 Ka3 Kb1 Bb5 Ka1 Bc6 Kb1 e2 Ka1 Bh1 Kb1 a4 Ka1 Kb3 Kb1 e1=Q#,8/8/8/8/p7/1k6/8/1K2q2b w - - 0 184
White,57,d4 g5 e3 a5 Ba6 d6 b4 Nd7 Be2 Ra7 Ba6 Ndf6 Nh3 Bxh3 Ba3 Qc8 Nd2 Nd5 Bf1 Qe6 Nb3 Ngf6 Bd3 Qe5 Kf1 Nxb4 Rc1 Kd8 dxe5 Ra6 Qg4 Nbd5 Bxa6 Rg8 Bxd6 Ke8 a4 b6 Qc4 c6 Rg1 e6 Qd4 Bg7 Qxd5 Bf8 Na1 Be7 Qd2 Bd8 Nb3 Rg6 Bb7 h5 Bc7 c5 Qxd8#,3Qk3/1BB2p2/1p2pnr1/p1p1P1pp/P7/1N2P2b/2P2PPP/2R2KR1 b - - 0 29
White,163,b4 e5 b5 Qe7 f4 b6 h3 a6 a3 Qc5 c4 Qd6 Rh2 Qf6 Kf2 a5 d3 Bd6 Qc2 Be7 Kg3 Qxf4+ Bxf4 Bc5 Rh1 Bd6 Rh2 h6 Be3 Be7 Bf4 Bf8 Qd2 Kd8 Qc1 h5 Kh4 Bc5 e4 f5 Ne2 Bb7 Qe1 d5 Qb4 Bd6 Nc1 Bc6 Qc5 Ra7 Qxc6 Ne7 Rh1 Kc8 Kg3 dxe4 Kh2 Bc5 Be3 Rh6 dxe4 Nexc6 g4 Nd7 Nb3 Nf8 g5 a4 Bf2 Bd4 gxh6 Kb7 Rg1 fxe4 Rg2 Nh7 Be2 Nf8 N3d2 e3 Ra2 gxh6 Ra1 Na5 Kh1 Kb8 Kg1 Bc3 Bg3 Bb4 Kh1 Nd7 h4 Bf8 c5 Nc4 Kh2 Ra6 Kh3 Ka7 Bxe5 Nb8 Bd3 Na5 Rh2 Nc4 Rf2 exd2 Bg3 Nxa3 Be5 c6 Rf5 Ra5 Kh2 Nxb1 Rg5 a3 Bc7 Nc3 Re5 Nd5 Rd1 Kb7 Bd6 bxc5 Bf5 Bg7 Rf1 d1=B bxc6+ Ka6 Bd3+ Ka7 Rg5 Bf8 c7 Kb6 Rff5 Bf3 Kg1 a2 Rg7 Ra7 Bc2 a1=R+ Kf2 Nd7 c8=Q Rb7 Be7 Nc3 Rh7 c4 Bxf8 Ne5 Rf6+ Ka5 Rxb7 Ne2 Bd1 Nc3 Qd8#,3Q1B2/1R6/5R1p/k3n2p/2p4P/2n2b2/5K2/r2B4 b - - 4 82
White,197,a4 g6 Nh3 a6 d3 h6 f3 Bg7 c3 e5 b3 f6 Qc2 f5 Ra3 c5 f4 Ke7 c4 Bf8 Ra1 Qc7 b4 Ra7 a5 b5 cxb5 Ra8 Ra3 Qc6 bxc6 Nf6 bxc5 h5 Ra4 Rg8 Rd4 Ke6 fxe5 h4 Rxh4 Bxc5 Bb2 d5 Rh8 Ne8 Ng5+ Ke7 Nf3 Kf7 Ba1 Bb6 d4 Bxd4 c7 Kg7 Rg1 Nc6 e3 Bc3+ Qd2 f4 Bb2 d4 Rh7+ Kf8 exd4 Rb8 Ng5 Bxd2+ Nxd2 Nxa5 g3 Nb7 Bxa6 f3 Rh5 Nf6 Ne6+ Bxe6 Rh6 Nd8 Kf2 Kf7 Ke1 Ne4 Rg2 Kf8 Ba1 Bb3 Bb5 Nc3 Nc4 Ba2 Nb6 Ne2 Rh7 Rc8 Rh8 Bb3 Bc4 Ne6 Rxg8+ Ke7 Nd7 Nc3 Nf6 Nd8 e6 Ne4 Rb2 Nc3 Rxg6 Rb8 Bf1 Rb5 Nh7 Rb6 c8=N+ Ke8 Bd3 Nd5 Ba6 Bc2 Rf6 Ne3 Ra2 Rc6 d5 Ng4 Na7 Bxh7 Bc4 Rc7 Rg6 Rg7 Ra5 Rf7 Be2 Rf8 Bf1 Rf4 Bh3 Rc4 Rg8+ Bxg8 Ra6 Rc5 Be5 Nxe6 Ba1 Ne3 Bf6 Nf5 Bb2 Rc4 Kd2 Nf8 Bc1 Nd7 Rg6 Nh4 Rb6 Re4 Kc2 Kf7 g4 Rb4 g5 Ng6 Bd2 Nf4 Bg2 Nh5 Kd3 Re4 Rf6+ Ke7 Bc3 Rh4 Nc6+ Ke8 Bxf3 Be6 d6 Rg4 Na5 Kd8 Ba8 Rb4 Nc4 Rb7 Ne5 Nc5+ Kd2 Bg4 Rf8#,B2k1R2/1r6/3P4/2n1N1Pn/6b1/2B5/3K3P/8 b - - 12 99
White,181,d4 b6 Bd2 d6 Bh6 Na6 a3 Nxh6 h3 Be6 Qc1 Bc8 Kd2 f6 h4 g5 Kd3 c6 a4 Bh3 c4 Kd7 f4 b5 fxg5 Qc7 gxh3 Qd8 Na3 Nc5+ Kd2 Nb7 e4 Nf5 e5 Nc5 dxc5 a5 cxb5 Rb8 Bd3 Rb7 Rh2 Nh6 Kc3 f5 b4 Kc8 Nc4 Kd7 Nb2 Qb8 bxc6+ Kc7 Qe3 Kxc6 Be4+ d5 g6 e6 Nd1 Qd8 Qf4 hxg6 Nf3 Qc8 Rc2 Kc7 Kb3 Ng4 Raa2 Rb6 Nd4 Rh5 Ra3 Nf2 Rd2 Kd8 Nb5 Bd6 Rda2 Bb8 Qg5+ Kd7 Qf6 Qg8 Na7 f4 c6+ Kc7 Bxg6 Rh6 Ra1 Rxh4 Nc8 Qf8 Kc2 Qg8 Re3 Qf7 Raa3 Ba7 b5 Qe8 Reb3 Qh8 Qg5 Nxd1 Kxd1 f3 Bh7 Rxh3 Qe3 Qxh7 Qd4 Rh5 Nd6 Rh2 Nc8 Re2 Rxf3 Re4 Ra1 Kb8 Kc1 Rxc6+ Qc5 Qh6+ Kb2 Ra6 Rf8 Re3 Rh1 Qg6 Rf2 Qg3 Rfh2 Qxe5+ Qc3 Qe4 Rf1 Rc6 Rff2 Qc2+ Qxc2 Rxc8 Qb3 Bb6 Ka1 Ka7 Rh7+ Ka8 Rhh2 Rc2 Qa3 Ba7 Qc3 Ra2+ Rxa2 Bb6 Qc6+ Kb8 Kb1 Bd4 b6 Ba1 Raf2 Re5 Rfg2 Bd4 Rd2 Re2 Qc7+ Ka8 Qg7 Bf2 Qc3 Re1+ Kc2 Bg1 Qc8#,k1Q5/8/1P2p3/p2p4/P7/8/2KR3R/4r1b1 b - - 16 91
Black,296,a3 c6 h3 e5 d4 Qb6 Ra2 Qd8 Bf4 Bxa3 g4 h5 f3 g6 e3 Nh6 Ba6 Kf8 Kd2 Qe7 Kc1 f6 Bb5 a5 bxa3 exd4 Bg3 f5 Qf1 d3 Ne2 Qxa3+ Kd2 Ke8 Rxa3 d5 e4 Nxg4 Ke1 Be6 hxg4 Rg8 gxh5 Rf8 Ra1 Bf7 h6 Ra7 Bf2 Kd8 Nec3 Nd7 Bc4 Rh8 Nd1 d4 Ba2 Bc4 Qg2 Re8 Bh4+ Kc7 Qg1 b6 Nd2 a4 Rh3 Re7 h7 Rb7 Nxc4 Nc5 Rh1 Nd7 Nc3 d2+ Nxd2 Kb8 Qg4 Rg7 Kf2 Ka8 Nd1 fxe4 Qxg6 Nc5 Bd5 Rxh7 Qe8+ Ka7 Rb1 Rbd7 Qf8 Rc7 Qb8+ Ka6 Qa7+ Rxa7 fxe4 d3 Nc4 Rhg7 Bf6 dxc2 Ra1 Nxe4+ Bxe4 Rge7 Na3 c1=R Re1 Rad7 Bf3 Rc4 Re3 Rf7 Re7 Rd2+ Ke3 Rcc2 Ra7+ Rxa7 Be2+ Rc4 Bg7 Ra2 Nb5 Rcc2 Ke4 cxb5 Rc1 Ra1 Kd5 Rb2 Bd3 Rg2 Bxb5+ Ka5 Bxa4 Rd7+ Bxd7 Rc2 Ke4 Rb1 Bf8 Ra1 Bb5 Kxb5 Kf3 Ra3+ Ne3 Kc6 Bc5 Kb5 Re1 Rd3 Rg1 bxc5 Rg2 Rd7 Rh2 Ka6 Re2 Kb7 Nc4 Rxc4 Kg2 Rdd4 Kg1 Ka7 Kh1 Rd8 Rb2 Re4 Rd2 Re6 Rd7+ Kb6 Re7 c4 Rd7 Rg6 Kh2 Rc6 Rf7 Rc5 Kh3 Rf8 Rf4 Ra8 Kh4 Ka5 Rf5 Ka6 Rf3 Ka7 Rg3 Rcc8 Rg5 Re8 Rf5 Red8 Rb5 Rg8 Rd5 Rad8 Re5 Rg5 Rd5 Ka6 Re5 Rh8+ Kxg5 Rb8 Re2 Ka7 Rg2 Rb6 Rh2 Rb3 Rd2 Ka6 Kh4 Rb5 Rd1 Rf5 Kg3 Rf1 Rd4 Rc1 Rd2 Ka7 Kh4 Rc2 Rf2 Rc1 Rf7+ Ka8 Rf2 Rd1 Rg2 Re1 Rg6 c3 Rg5 Re2 Re5 Rxe5 Kg3 Rc5 Kf3 Kb8 Ke2 Ra5 Kd3 c2 Ke3 Ra1 Kd4 Ra7 Kd3 Ra5 Kc3 Kc8 Kc4 Ra3 Kd4 Ra6 Kc3 c1=Q+ Kd4 Qg5 Ke4 Qb5 Kd4 Kc7 Kc3 Ra1 Kd4 Qd7+ Kc5 Qd2 Kb5 Qa5+ Kc4 Qa4+ Kc5 Qa3+ Kd5 Kb6 Ke6 Qc1 Kf7 Ra7+ Kf8 Qc8#,2q2K2/r7/1k6/8/8/8/8/8 w - - 26 149
White,291,d3 h5 c4 c5 e4 e6 Be2 b6 e5 Ke7 Na3 Qe8 b4 g5 Nc2 a5 bxa5 Na6 Bxh5 Nc7 Bd2 Qd8 Qb1 f5 Bg6 Ra7 Kf1 Rh6 g4 Rh4 Bf4 Rxa5 Nh3 Rh7 Bc1 f4 Qb4 f3 Qc3 Rh8 Ng1 Nd5 Qb4 Rh3 Ke1 Rh4 Na3 Nxb4 Kd1 Nxd3 Ne2 Nh6 Bf5 d6 Bxe6 Nf4 Bg8 Be6 Nb1 Bxc4 Nxf4 Rh5 Ba3 Bd3 Bb3 Bxb1 Rxb1 Kd7 Nxh5 Rb5 Rc1 Qf6 Rc4 Qf7 Ng7 Ke7 Rc1 Kd7 Rg1 Qf5 Ke1 Kd8 Bb2 Kd7 a3 Qc2 Be6+ Kc7 Bb3 Qh7 Kd1 Be7 Bc3 Ra5 Rh1 Ng8 Nh5 Ra8 Ng3 Qb1 Bd2 Ra5 e6 Qxb3+ Rc2 Ra7 Rg1 Bf6 Be1 Ra5 Kd2 Qc3+ Kc1 Qb4 Ne2 Kc8 Rc4 Bb2+ Kd1 Bf6 Ng3 Qb2 Rf1 Ra8 Ba5 Qd4+ Kc1 Be7 h4 Qf4+ Kc2 Qc1+ Rxc1 Rxa5 Rb4 Rb5 Rh1 Rxb4 hxg5 c4 Ne4 Bd8 Rd1 Kb7 Nc3 Nh6 Rd4 Kc6 Rd5 Be7 gxh6 Rb3 Rd1 Bg5 Rg1 Kc7 Nd5+ Kc6 Re1 Bf4 Nb4+ Kb5 a4+ Kxb4 Rh1 Rc3+ Kb1 Be3 g5 Ka5 Rh4 Ra3 Rg4 b5 Kc2 Rd3 Rh4 Ra3 Rxc4 Ka6 Rc8 Bd4 g6 Bb2 Kd1 Ba1 Rc5 Re3 Kc2 Rc3+ Kd2 Rc4 Rxb5 Rh4 Ke1 Rh3 Kf1 Bd4 Rb4 Rh2 Rb3 Be5 Rb4 d5 Rg4 Bg7 Rg5 Bh8 g7 Kb7 gxh8=R Rh1+ Rg1 Kc6 h7 Rh2 Re8 Kd6 Re7 Ke5 Rg4 Rh3 Rf4 Rg3 Rh4 d4 Rc7 Rg1+ Kxg1 Kd5 Rh1 Kd6 e7 Ke5 Rb7 Ke4 e8=R+ Kf5 Re2 Kg4 Rb4 Kg5 Ra2 Kf6 Rh6+ Ke5 Rf6 d3 Rff4 Kd6 Ra3 Kc5 Rbe4 Kd6 Kh1 Kc5 Rg4 Kd6 Rb4 Kc6 Rb1 Kd5 h8=N Kd6 Rbb3 d2 Rd4+ Ke7 Ra1 d1=Q+ Raxd1 Kf6 R1d2 Ke6 Rxf3 Ke7 Rf8 Ke6 Nf7 Ke7 Rd7+ Ke6 Nh6 Ke5 Rf4 Ke6 Rd8 Ke5 Rf3 Ke6 Re8#,4R3/8/4k2N/8/P7/5R2/3R1P2/7K b - - 16 146
White,423,b4 Nc6 g4 Nh6 b5 Nd4 Bb2 Ng8 f3 Ne6 g5 c5 Bf6 Qb6 c4 Nd8 d4 cxd4 Qd3 d6 Qa3 Be6 Qb4 d5 Qc5 gxf6 Nc3 Bh3 Nxd5 d3 Nxb6 Bg4 Qb4 Be6 Qc3 Bd5 e3 Bxf3 Kf2 Bd1 Rb1 Rc8 Bxd3 Rc6 Qa3 Bf3 bxc6 Nh6 Nd7 Bg2 gxf6 Ng8 Ke2 a6 fxe7 Nf6 exd8=R+ Kxd8 Qc3 Bf1+ Kf2 Rg8 h4 Ke7 Qc1 Ne4+ Ke1 b5 c5 Rg7 Rh2 Nf6 Ne2 Rg3 Nxf8 h6 Nd7 Rf3 Rb3 Ng4 Qc3 Rg3 Qd2 Kd8 Qb2 Nf2 Ng1 Nh1 Qa1 Rg4 Nf3 Bh3 Bg6 Rb4 Qd4 Ke7 Qd2 Ng3 Qg2 f5 Ng5 hxg5 Bh5 Rc4 Be8 Kd8 hxg5 Nh1 Rb2 Rh4 Rb4 Bg4 Rc4 Kc8 Rb4 Rh5 Qf3 Rxh2 Qxf5 Rg2 Nf6+ Kc7 a4 Be2 Qc8+ Kxc8 Ng4 Kc7 Rc4 Bd3 Rc2 Bf5 Rb2 Bh7 Rc2 b4 g6 Kc8 Rf2 b3 Ke2 Kb8 a5 Rg3 Rf5 Ka7 Rf7+ Kb8 Kd3 Bxg6+ Kd2 Bd3 Ra7 Nf2 Nh6 Rg7 Rxa6 Rg2 Bd7 Bc4 Be6 Bd3 Bf5 Rg1 Bh3 Bf1 Rb6+ Kc7 Ke1 Rg8 Rb5 Be2 Nf7 Bd3 Rb8 Bc2 Nh6 Rd8 Rxd8 Bf5 e4 Nh1 a6 Nf2 Re8 Bg6 Bf5 Nh3 Kf1 Bxe8 Ng4 Bxc6 Ke1 Ng1 Kf1 Nh3 e5 Ba4 Nh6 Ng5 Bc2 Bd7 Ke2 bxc2 Ke3 Ne4 Kf3 Kc8 Nf5 Nc3 Ne3 c1=B Kg2 Nb1 Nc2 Bg4 e6 Bh3+ Kh1 Nd2 e7 Kc7 e8=R Nf1 Re4 Nd2 Re1 Ba3 Nd4 Kb8 Nb5 Nf1 Re8+ Bc8 Rg8 Ng3+ Kg2 Nh5 Kf2 Bc1 Kg1 Ng3 Rd8 Bd2 Kg2 Ka8 Nd6 Nh5 Nc4 Bg5 Nb6+ Kb8 Nd5 Bxd8 Kf1 Ka7 Nb6 Bg4 Nc8+ Bxc8 Ke1 Bg5 Kf2 Bh3 Kg1 Be6 Kg2 Ka8 a7 Nf6 Kf3 Nd7 Ke4 Be7 Kd3 Nf8 Kd4 Bh3 Kd5 Bd8 Kd6 Bg5 Kd5 Be6+ Kd4 Bd2 Ke5 Bf5 Kd5 Bb4 Ke5 Bc8 Kd4 Be6 c6 Bg8 c7 Bb3 Ke5 Bc5 Kf6 Bf2 c8=R+ Kxa7 Rxf8 Bb6 Kg5 Bd1 Kf4 Bc2 Kg5 Bd4 Rf2 Bg6 Rf3 Bb1 Rf6 Bc5 Kh4 Kb8 Ra6 Bd4 Kg4 Bf2 Kf4 Kc8 Rg6 Be3+ Kg3 Kc7 Kh4 Kc8 Kh5 Bg1 Rc6+ Kb7 Rf6 Bh2 Rc6 Ka8 Rc8+ Ka7 Rc5 Kb8 Rc7 Bh7 Ra7 Kc8 Rxh7 Be5 Kg4 Kd8 Rf7 Bg7 Rf1 Ba1 Rc1 Bg7 Kf5 Ke8 Rc4 Bc3 Rb4 Ba1 Rb3 Be5 Rb7 Bg7 Kg5 Kf8 Rd7 Bh6+ Kxh6 Kg8 Rd6 Kf8 Rb6 Kf7 Rb1 Kg8 Rb3 Kh8 Re3 Kg8 Rg3+ Kh8 Re3 Kg8 Re5 Kh8 Re2 Kg8 Rh2 Kf7 Kh7 Kf8 Kh6 Kg8 Rh1 Kf8 Rf1+ Ke8 Rf6 Ke7 Ra6 Kd8 Rb6 Ke8 Rc6 Kf8 Rc4 Kg8 Rf4 Kh8 Rd4 Kg8 Rc4 Kf8 Rc1 Kg8 Kg6 Kh8 Rc8#,2R4k/8/6K1/8/8/8/8/8 b - - 50 212
Black,188,h4 b5 Nf3 e6 Nh2 Bc5 f3 Nc6 e4 g6 a4 Nge7 Ra2 Nd5 Bxb5 Kf8 c4 Ba6 b4 Rb8 d3 Nc3 Bxa6 Rc8 Be3 Kg7 Qe2 Bf8 f4 Kh6 Rd2 f5 Qf1 Ne2 Bb7 Ng1 Rxg1 a6 Bxc8 Be7 c5 e5 Ra2 exf4 Rc2 Qf8 Ra2 Nd4 Qe2 Qxc8 Qh5+ gxh5 Rc2 Bd6 Rc4 Qa8 e5 Bf8 Kf1 Ne2 Rc3 Bd6 exd6 Nc1 Na3 Kg6 Ng4 Rb8 c6 Rxb4 Nb1 Ne2 dxc7 Nd4 Ke1 Rb5 Kd2 Ne2 Nh6 Qh8 Nxf5 Rb6 Nd6 Nc1 c8=N Qe5 Nxb6 Qxd6 Kxc1 Qd4 Bd2 d6 g4 Kh6 Rg3 Qxd3 Rc5 Qc3+ Nxc3 a5 Kd1 hxg4 Rg1 dxc5 Kc2 g3 Kb2 Kg6 Ne2 Kh6 Na8 Kh5 Ka3 f3 Nf4+ Kh6 Bb4 axb4+ Ka2 c4 Ng2 Kg7 Rb1 Kf8 Rd1 h5 Kb1 Kg8 Rd3 Kg7 Rd7+ Kg6 Re7 Kh6 Re1 Kg7 c7 Kh8 Rc1 fxg2 c8=R+ Kg7 R1xc4 Kg6 Rd4 g1=Q+ Ka2 Qf2+ Kb1 Kh6 Re8 Qf4 Rd6+ Qxd6 Kb2 Kh7 Re4 Qc5 Rd4 Qxd4+ Kb1 g2 Kc2 Qe4+ Kb3 g1=Q Nb6 Qee3+ Kb2 Qge1 Nc4 Kh8 Nd2 Qh1 Ka2 Qhf3 Nf1 Qg3 Kb1 Qa7 Ka1 Qb3 Ne3 Qc5 Nf5 Qa5 Nd6 Qe5#,7k/8/3N4/4q2p/Pp5P/1q6/8/K7 w - - 22 95
