Winner,Move Count,Moves,Final Position
Black,42,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Ng1 Bd6 Nf3 Be6 Bd3 Rg8 Be3 Nxe4 Be2 Nxc3 bxc3 f6 Nxe5 fxe5 f3 Nxd4 Bg1 Nxf3+ Bxf3 c6 Bxd5 cxd5 Bxa7 Qh4+ Bf2 Qxf2+ Kxf2 Rxa2 Qxd5 Rf8+ Kg1 Rxa1+ Qd1 Rxd1#,4kr2/1p4pp/3bb3/4p3/8/2P5/2P3PP/3r2KR w - - 0 22
White,139,Nf3 Nf6 Nc3 Nc6 Ne4 Nxe4 d4 e5 e3 d5 c3 f6 c4 Bd6 cxd5 Be6 dxc6 exd4 cxb7 c6 exd4 Qa5+ Bd2 Qxd2+ Qxd2 O-O Bd3 Rae8 Bxe4 Bxa2 O-O Bxh2+ Kh1 Bd6 Bxh7+ Kh8 Rac1 Be6 Be4 Kg8 Rxc6 Rf7 Rxd6 Rxb7 Rxe6 Rxb2 Rxe8+ Kf7 Rf8+ Kxf8 Qb4+ Rxb4 Kg1 Rxd4 Nxd4 Kg8 f3 Kh8 Bd5 Kh7 Be4+ Kg8 Bd5+ Kh8 Be6 a6 Bd5 a5 Be6 a4 Bd5 Kh7 Be4+ Kg8 Bd5+ Kh8 Be6 a3 f4 g5 fxg5 a2 gxf6 Kh7 Bf5+ Kh6 Be6 Kh7 Bf5+ Kg8 Be6+ Kh8 Bxa2 Kh7 Bf7 Kh8 Be6 Kh7 Bf5+ Kg8 Be6+ Kh8 Bd5 Kh7 Be4+ Kg8 Bd5+ Kh8 Be6 Kh7 Bf5+ Kg8 Be6+ Kh8 Bd5 Kh7 Be4+ Kg8 Bd5+ Kh8 Bb3 Kh7 Bc2+ Kg8 Be4 Kh8 Bd5 Kh7 Be4+ Kg8 Bd5+ Kh8 Be6 Kh7 Bf5+ Kg8 Rb1 Kh8 Rb8#,1R5k/8/5P2/5B2/3N4/8/6P1/6K1 b - - 46 70
White,33,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Nxe4 fxe4 f6 dxe5 fxe5 Nxd5 Qxd5 Bc5 Qxe4+ Bxe4 Rf8 Bxc6+ bxc6 c3 Rf1+ Rxf1 g5 Rf8#,r3kR2/p1p4p/2p1b3/2B1p1p1/8/2P5/PP4PP/R2QK3 b Qq - 1 17
Black,42,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Nd2 Be6 Nf3 Nxe4 Bxe4 f6 Be3 dxe4 Nxe5 fxe5 f3 Nxd4 Qxd4 c6 fxe4 exd4 Bxd4 Qh4+ Kf1 O-O+ Kg1 Qxh2+ Rxh2 Rf1+ Rxf1 Bxh2+ Kh1 Bd6 Rf8+ Rxf8 Bxg7 Rf1#,6k1/pp4Bp/2pbb3/8/4P3/2N5/PPP3P1/5r1K w - - 1 22
Black,44,Nf3 d6 Nc3 Nf6 e4 Nc6 d4 Na5 Bb5+ Nc6 Bxc6+ Bd7 Be3 e5 Nxe5 dxe5 f3 Qb8 dxe5 Bxc6 Na4 Bxe4 Nc3 c6 exf6 Qxh2 fxg7 Bxf3 Kf2 Qxg2+ Ke1 Bxg7 Rxh7 Bxc3+ Qd2 Qxd2+ Kf1 Qxe3 Rxh8+ Ke7 Re8+ Rxe8 Re1 Qxe1#,4r3/pp2kp2/2p5/8/8/2b2b2/PPP5/4qK2 w - - 0 23
White,43,Nf3 Nf6 Nc3 Nc6 Nd5 Nxd5 e4 e5 exd5 f6 dxc6 dxc6 d4 Rb8 c3 Qxd4 cxd4 Bd6 Ng5 Be6 Nxe6 exd4 Nxd4 O-O Bc4+ Rf7 Bxf7+ Kh8 f3 Re8+ Be3 Rxe3+ Kf1 Rxf3+ Qxf3 Bxh2 Be6 Bd6 Rxh7+ Kxh7 Qe4+ Kh8 Qh4#,7k/ppp3p1/2pbBp2/8/3N3Q/8/PP4P1/R4K2 b - - 3 22
White,121,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Nxe4 Qe2 Nxc3 bxc3 f6 dxe5 fxe5 O-O Rc8 Rae1 O-O Bxh7+ Kh8 Be4 dxe4 fxe4 Rxf1+ Qxf1 Kg8 Qf7+ Kxf7 Rf1+ Kg8 Rf8+ Qxf8 Bxa7 Qc5+ Bxc5 Bxa2 Bd6 cxd6 Kh1 Be6 Kg1 Ba2 Kh1 Ne7 Kg1 Nc6 Kh1 Be6 Kg1 d5 exd5 Bxd5 Kh1 Bxg2+ Kg1 Bd5 Kf1 Rf8+ Kg1 Rf1+ Kxf1 Bc4+ Kg1 Be6 Kh1 b6 h4 Bd5+ Kg1 Kf7 h5 Kg8 Kf1 e4 Kg1 Ne5 Kh1 Ng6 hxg6 e3+ Kg1 Be6 Kh1 Bd5+ Kg1 Be6 Kh1 Bd5+ Kg1 Be6 Kh1 Bd5+ Kg1 Be6 c4 Bd5 cxd5 b5 c3 Kf8 Kh1 Kg8 Kg1 b4 cxb4 Kh8 b5 Kg8 b6 Kh8 b7 e2 b8=Q#,1Q5k/6p1/6P1/3P4/8/8/4p3/6K1 b - - 0 61
White,51,Nf3 h6 Nc3 c6 e4 Nf6 d4 g6 Bd3 e5 Be3 d5 Nxe5 Nbd7 f3 Nxe5 dxe5 Qc7 exf6 Bc5 Nxd5 cxd5 c3 Bxe3 exd5 Qxc3+ bxc3 Be6 Qa4+ Kf8 Qxa7 Bxd5 Qb8+ Rxb8 Rf1 Bxf3 Rxf3 Kg8 Rxe3 Rf8 O-O-O h5 Kb1 Rh7 Re8 Rxe8 Be4 Rxe4 Rd8+ Re8 Rxe8#,4R1k1/1p3p1r/5Pp1/7p/8/2P5/P5PP/1K6 b - - 0 26
White,55,Nf3 e5 b3 Nf6 Nc3 Nc6 e4 d5 d4 Bd6 Bd3 Be6 Be3 Nxe4 Bxe4 f6 Bxd5 Bxd5 Nxd5 Nxd4 Qxd4 c6 Qxa7 cxd5 Qxb7 Rxa2 Qxg7 Rxa1+ Ke2 Re1+ Rxe1 Rf8 Qxf8+ Kxf8 c3 Kg8 Nxe5 fxe5 f3 Qf6 Kf1 Qxf3+ gxf3 e4 fxe4 dxe4 Kg1 Bxh2+ Kh1 Bd6 Rg1+ Kh8 Bd4+ Be5 Bxe5#,7k/7p/8/4B3/4p3/1PP5/8/6RK b - - 0 28
Black,36,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Qe7 Nxc6 bxc6 f3 Nxe4 fxe4 f6 Nxd5 cxd5 c3 c6 exd5 cxd5 Qh5+ Kf8 Qxd5 Bxd5 O-O Qxe3+ Rf2 Qxf2+ Kh1 Qxg2#,r4k1r/p5pp/3b1p2/3b4/3P4/2PB4/PP4qP/R6K w - - 0 19
White,65,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Nxe4 fxe4 f6 dxe5 fxe5 Bg5 dxe4 Be3 Qxd3 cxd3 O-O dxe4 Rf1+ Rxf1 Rf8 Rxf8+ Kxf8 Qd6+ cxd6 O-O-O Ke7 Nd5+ Bxd5 exd5 h6 dxc6 Kf8 cxb7 d5 Rf1+ Kg8 Rf8+ Kxf8 Bc5+ Kg8 Bd6 Kh8 h4 Kg8 Bxe5 Kh7 Bxg7 Kg8 Be5 h5 b8=Q+ Kh7 Qxa7+ Kg8 Qg7#,6k1/6Q1/8/3pB2p/7P/8/PP4P1/2K5 b - - 2 33
Black,34,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Nxe4 fxe4 f6 Qg4 Nxd4 Qxe6+ Nxe6 Nxd5 Qxd5 c3 Bxc3+ Kf1 Qxd3+ Kg1 Qxe3+ Kf1 c6 Re1 Qxe1#,r3k2r/pp4pp/2p1np2/8/4P3/2b5/PP4PP/4qK1R w kq - 0 18
Black,46,Nf3 Nf6 b4 Nc6 a4 e5 Nc3 d5 e4 Bd6 d4 Be6 Bd3 Nxe4 Bg5 Bg4 Bxe4 Bxf3 Be3 Bxe4 f3 f6 fxe4 Nxd4 Qc1 c6 Bxd4 exd4 Nxd5 cxd5 Qg5 dxe4 Qxg7 Rf8 Qxf8+ Kxf8 c3 dxc3 O-O Bxh2+ Kh1 Bd6 Rxf6+ Qxf6 Rf1 Qxf1#,r4k2/pp5p/3b4/8/PP2p3/2p5/6P1/5q1K w - - 0 24
Black,66,Nf3 Nf6 c4 Nc6 Nc3 d6 e4 Ne5 Nb5 Nxf3+ Qxf3 e5 Nxd6+ cxd6 Qxf6 Qxf6 Rg1 Be6 d4 exd4 f3 Qh4+ Kd1 Qxe4 fxe4 Rc8 Bd3 f6 Be3 dxe3 Rc1 Be7 Rf1 O-O Rxf6 Bxf6 Ke1 Bc3+ Rxc3 Rf1+ Kxf1 Rf8+ Kg1 Rf1+ Kxf1 d5 Bb1 g5 cxd5 Bxd5 Rc8+ Kg7 Rc5 Bxe4 Bxe4 Kg8 Rc8+ Kg7 Rc7+ Kg8 Bxh7+ Kh8 Be4 e2+ Kg1 e1=Q#,7k/ppR5/8/6p1/4B3/8/PP4PP/4q1K1 w - - 0 34
Black,46,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Nxd4 Nxd4 exd4 f3 dxc3 exd5 cxb2 c3 c6 O-O cxd5 Qa4+ Qd7 Qxd7+ Bxd7 Rae1 Bxh2+ Kh1 Bd6 Bxa7+ Be6 Bb6 Rxa2 Rxe6+ fxe6 Bd4 O-O Bxf6 Rxf6 Bxh7+ Kh8 Be4 dxe4 fxe4 Rxf1#,7k/1p4p1/3bp3/8/4P3/2P5/rp4P1/5r1K w - - 0 24
Black,36,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 a3 Be6 Be3 Nxe4 Bxe4 f6 Kf1 dxe4 Nxe5 fxe5 f3 Nxd4 Qxd4 c6 fxe4 O-O+ Kg1 exd4 Bxd4 Bxh2+ Rxh2 Qxd4+ Kh1 Qxc3 Re1 Qxe1#,r4rk1/pp4pp/2p1b3/8/4P3/P7/1PP3PR/4q2K w - - 0 19
White,41,Nf3 Nf6 Nc3 b5 e4 Nc6 d4 e5 a3 d5 Bd3 Bd6 Be3 Nh5 Nxe5 Nf6 Nxc6 Be6 f3 Nxe4 fxe4 f6 Nxd5 Bxd5 c3 Rb8 exd5 O-O Bxh7+ Kh8 Be4 Kg8 O-O Bxh2+ Kh1 Qxd5 Bxd5+ Rf7 Bxf7+ Kh8 Qh5#,1r5k/p1p2Bp1/2N2p2/1p5Q/3P4/P1P1B3/1P4Pb/R4R1K b - - 2 21
White,41,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Qb8 dxe5 Nxe4 fxe4 f6 Nxd5 Bxd5 c3 fxe5 exd5 O-O dxc6 Qe8 cxb7 c6 Bxh7+ Kh8 Be4 Rf1+ Rxf1 Rd8 b3 Rxd1+ Rxd1 Qc8 bxc8=R#,2R4k/p5p1/2p5/4p3/4B3/1PP1B3/P5PP/3RKR2 b - - 0 21
White,63,Nf3 Nf6 Nc3 Nc6 e4 g6 d4 e5 Bd3 d5 Be3 Bd6 Nxe5 Bxe5 f3 Bg4 dxe5 Bxf3 exf6 Bxe4 Bxe4 dxe4 Qxd8+ Rxd8 Nxe4 Rd1+ Rxd1 Kf8 c3 g5 Rd8+ Nxd8 Ng3 Nc6 Ne4 Kg8 O-O Ne5 Bxa7 c6 Bd4 Nf3+ Rxf3 b5 Rf2 g4 Be5 g3 Bd6 gxh2+ Kxh2 b4 Kg1 bxc3 Nxc3 c5 Be5 c4 Rf3 Kf8 Bd6+ Kg8 Rg3#,6kr/5p1p/3B1P2/8/2p5/2N3R1/PP4P1/6K1 b - - 5 32
White,99,Nf3 Nf6 Nc3 Nc6 e4 e5 Nd4 Nxd4 f3 Nxf3+ Qxf3 d5 Qxf6 c6 Qxe5+ Be6 Qxe6+ fxe6 d4 Bd6 Ke2 dxe4 Be3 O-O Nxe4 Rf2+ Kxf2 Qf6+ Nxf6+ gxf6 c3 Rf8 Bd3 e5 Bxh7+ Kh8 Be4 Be7 dxe5 Bd8 Kg1 fxe5 Bxc6 Rf1+ Rxf1 Bf6 Bxb7 Kg8 Bd5+ Kh7 Be4+ Kg8 Bd5+ Kh8 Rxf6 e4 Bf7 Kh7 Bg6+ Kg8 Bxe4 Kh8 Rf8+ Kg7 Rf7+ Kxf7 Bd5+ Kf8 g4 Ke8 Bc6+ Kf8 Bc5+ Kg8 Bd5+ Kh8 b4 Kh7 Be4+ Kg8 Bd5+ Kh8 Bd4+ Kh7 Be4+ Kg8 Bd5+ Kf8 Bc5+ Ke8 a4 Kd8 Be7+ Kc8 Be6+ Kb8 Bd6+ Ka8 Bd5#,k7/p7/3B4/3B4/PP4P1/2P5/7P/6KR b - - 8 50
Black,28,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Nxe4 fxe4 f6 dxe5 fxe5 Nxd5 Qxd5 c3 Qxd3 Qb1 Qxe3+ Kf1 O-O#,r4rk1/ppp3pp/2n1b3/4p3/4P3/2P1q3/PP4PP/RQ3K1R w - - 2 15
Black,48,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 Qh5 Nxe4 Bxe4 dxe4 Qxe5 Rg8 Qxe6+ fxe6 f3 b5 fxe4 Qxd4 Bxd4 Nxd4 O-O c6 Rf8+ Kxf8 Rf1+ Nf3+ Rxf3+ Ke8 Rf8+ Kxf8 Nd5 exd5 c3 dxe4 Kh1 Re8 Kg1 Rd8 Kh1 Rd1#,5kr1/p5pp/2p5/1p6/4p3/2P5/PP4PP/3r3K w - - 6 25
White,97,Nf3 Nf6 Nc3 Nc6 e4 e5 Bb5 d5 Bxc6+ Bd7 d4 Bxc6 Be3 Bd6 Nxe5 Bxe5 f3 Nxe4 fxe4 f6 dxe5 fxe5 Qxd5 b5 Qxe5+ Kf8 Qxg7+ Kxg7 Bd4+ Qxd4 Rf1 Bd7 Rf7+ Kxf7 Rd1 Qxc3+ Ke2 Qxb2 Rxd7+ Kg8 Rd8+ Rxd8 Kf1 c6 c3 Qxg2+ Kxg2 Rf8 h4 Rf2+ Kxf2 b4 Kg1 bxc3 h5 Kf8 e5 Rg8+ Kh1 Rg1+ Kxg1 Kg8 Kh1 Kh8 Kg1 Kg8 Kh1 Kh8 a4 Kg8 Kg1 Kh8 a5 Kg8 Kh1 Kh8 Kg1 Kg8 Kh1 Kf8 Kg1 Kg8 Kh1 a6 Kg1 Kh8 h6 Kg8 Kh1 Kh8 e6 Kg8 e7 c2 Kh2 c1=R e8=Q#,4Q1k1/7p/p1p4P/P7/8/8/7K/2r5 b - - 0 49
Black,50,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Nh5 Nxe5 Nf6 Nxc6 Bf8 f3 bxc6 Nxd5 cxd5 c3 c6 exd5 cxd5 Qa4+ Bd7 Qxd7+ Qxd7 O-O Bd6 Rae1 Bxh2+ Kh1 Bd6 Bf4+ Kf8 Bxd6+ Qxd6 Re8+ Rxe8 Bxh7 Rxh7+ Kg1 Rh5 Rf2 Rh1+ Kxh1 Re1+ Rf1 Rxf1#,5k2/p4pp1/3q1n2/3p4/3P4/2P2P2/PP4P1/5r1K w - - 0 26
Black,52,Nf3 Nf6 e3 Nc6 e4 e5 Nc3 d5 Nd4 Nxd4 f3 Nxf3+ Qxf3 c6 Rb1 Bd6 Qxf6 Qxf6 d4 Be6 Bd3 exd4 Be3 dxc3 exd5 cxb2 Rxb2 cxd5 Rxb7 Qc3+ Kf1 Qxd3+ cxd3 f6 Rxg7 O-O-O Rxh7 Rxh7 d4 Rxh2 Rxh2 Kb8 Kg1 Bxh2+ Kh1 Rd7 Bf4+ Bxf4 Kg1 Be3+ Kh1 Rh7#,1k6/p6r/4bp2/3p4/3P4/4b3/P5P1/7K w - - 4 27
Black,60,Nf3 Nf6 Nc3 Nc6 e4 Ng8 d4 Nf6 Bd3 e5 Be3 d5 Nxe5 Nxe5 dxe5 c6 exf6 Bd6 fxg7 f6 f3 Be6 Nxd5 cxd5 c3 dxe4 fxe4 Bc7 Qh5+ Ke7 Qxh7 Bf4 gxh8=R+ Kd6 Rxd8+ Bd7 Qxd7+ Ke5 Bxf4+ Kxf4 O-O+ Ke3 Qxb7 Rxd8 Qxa7+ Kxd3 Qb7 Ke2 Rae1+ Kd2 Qd5+ Rxd5 Rf2+ Kxe1 e5 fxe5 Re2+ Kxe2 Kh1 Rd1#,8/8/8/4p3/8/2P5/PP2k1PP/3r3K w - - 2 31
White,57,Nf3 Nf6 Nc3 Nc6 e4 h5 d4 e5 Bd3 d5 h3 Bd7 Be3 Bd6 Nxe5 Bg4 hxg4 Bxe5 f3 Nxe4 fxe4 f6 dxe5 fxe5 Nxd5 Qxd5 Bg1 Qxe4+ Bxe4 O-O Bxc6 Rf1+ Kxf1 Rf8+ Bf2 Rxf2+ Kxf2 hxg4 Bd5+ Kf8 c3 c6 Qf3+ gxf3 Rh8+ Ke7 Re8+ Kxe8 Bxc6+ Kf8 Rb1 fxg2 Kxg2 Kg8 Bd5+ Kh8 Rh1#,7k/pp4p1/8/3Bp3/8/2P5/PP4K1/7R b - - 4 29
White,75,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 Bc5 a4 d5 Bd3 Bxd4 Nxd4 Bg4 Nxc6 bxc6 f3 Bxf3 Be3 Bxe4 Bxe4 Nxe4 Nxe4 dxe4 Qxd8+ Rxd8 c3 f6 O-O c5 Rxf6 c6 Rf8+ Rxf8 Rf1 Rxf1+ Kxf1 Rd1+ Kf2 Rd2+ Ke1 Rxg2 Kf1 Rg1+ Kxg1 Kf8 Bxc5+ Kg8 Bxa7 Kh8 Bd4 exd4 cxd4 e3 d5 cxd5 a5 Kg8 Kh1 d4 Kg1 Kh8 Kh1 Kg8 b4 Kh8 Kg1 Kg8 b5 Kh8 b6 Kg8 b7 Kh8 b8=Q#,1Q5k/6pp/8/P7/3p4/4p3/7P/6K1 b - - 0 38
Black,52,Nf3 a6 Nc3 Nf6 e4 Nc6 d4 e5 Bd3 d5 Be3 Nxe4 Bxe4 f6 Bxd5 Qxd5 Nxd5 Bd6 Nxf6+ Kf8 c3 gxf6 Nxe5 fxe5 f3 Be6 dxe5 Bxe5 Qd6+ cxd6 O-O Bxh2+ Kh1 Be5 Rae1 Bxc3 Bf2 Bxb2 Rxe6 Be5 Re8+ Rxe8 Bd4 Nxd4 Kg1 Nxf3+ Rxf3+ Kg8 Rf8+ Rxf8 Kh1 Rf1#,6kr/1p5p/p2p4/4b3/8/8/P5P1/5r1K w - - 2 27
Black,40,Nf3 Nf6 Nc3 Nc6 Nb5 e5 g3 d5 Nd6+ Ke7 e4 cxd6 d4 Be6 c3 Nxe4 Qe2 f6 Qxe4 dxe4 Bd3 exf3 Be3 Nxd4 cxd4 exd4 Bxd4 Qa5+ Kf1 Qxa2 Bc5 Qxb2 Bxd6+ Kxd6 Rxa7 Qe2+ Kg1 Qxd3 Rxa8 Qd1#,R4b1r/1p4pp/3kbp2/8/8/5pP1/5P1P/3q2KR w - - 1 21
White,55,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Nb5 Bb4+ Nc3 Bxc3+ Bd2 Bxd4 c3 Qd6 cxd4 Be6 Bd3 Nxe4 Bxe4 f6 Bxd5 Bxd5 Nxe5 Qxe5+ dxe5 a6 Bc3 fxe5 Qb3 O-O Qxd5+ Rf7 Qxf7+ Kxf7 Bxe5 Nxe5 f3 Nxf3+ Ke2 Re8+ Kxf3 c6 Kf2 Re2+ Kxe2 Kg8 Kf1 a5 Re1 a4 Re4 Kh8 Re8#,4R2k/1p4pp/2p5/8/p7/8/PP4PP/5K1R b - - 3 28
Black,38,Nc3 Nf6 Nf3 Nc6 e4 e5 Nb5 d5 Nd6+ cxd6 d4 Be6 c3 Nxe4 Bd3 f6 Bxe4 dxe4 Be3 exf3 dxe5 fxg2 f3 fxe5 Qxd6 a6 Qxc6+ bxc6 Rf1 gxf1=R+ Kxf1 Qd3+ Kg1 Qxe3+ Kh1 Qxf3+ Kg1 Bc5#,r3k2r/6pp/p1p1b3/2b1p3/8/2P2q2/PP5P/R5K1 w kq - 2 20
White,73,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 h4 Be6 Nd2 Bc8 Nf3 Be6 Be3 Nxe4 Bxe4 f6 Bxd5 Bxd5 Nxd5 Nxd4 Qxd4 c6 Qxe5+ fxe5 c3 Bc7 Nf6+ Qxf6 Nxe5 Bb6 f3 Bxe3 Nxc6 Qxc6 Rf1 Qxc3+ bxc3 O-O Rd1 Rxf3 Rd8+ Kf7 Rxf3+ Ke7 Rxe3+ Kxd8 a4 Rc8 Re8+ Kxe8 Kf1 Rxc3 Kg1 Rc1+ Kh2 Rh1+ Kxh1 Kf8 Kg1 Kg8 h5 Kh8 a5 b6 axb6 Kg8 bxa7 Kh8 a8=R#,R6k/6pp/8/7P/8/8/6P1/6K1 b - - 0 37
White,51,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Ne7 Rg1 Nc6 b4 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Nxe4 fxe4 f6 dxe5 fxe5 Nxd5 Qxd5 c3 Qxd3 Qxd3 O-O O-O-O Rae8 Bxa7 Bxa2 Bd4 Nxd4 cxd4 c6 dxe5 Be6 Rgf1 Rxf1 Rxf1 Rf8 Rxf8+ Kxf8 Qd6+ Kg8 Qxe6+ Kh8 Qe8#,4Q2k/1p4pp/2p5/4P3/1P2P3/8/6PP/2K5 b - - 2 26
White,45,g4 f6 Nf3 Nc6 Nc3 e5 d3 Qe7 e4 d5 Be3 Be6 Nxe5 fxe5 f3 Nf6 Nxd5 Nxd5 exd5 Qb4+ c3 Qxc3+ bxc3 Bd6 dxc6 O-O cxb7 c6 Bg2 Rxf3 Bxf3 Rf8 Bxc6 Rf1+ Rxf1 Bxa2 Bd5+ Bxd5 Rxa7 Bxb7 Ra8+ Bb8 Rxb8+ Bc8 Rxc8#,2R3k1/6pp/8/4p3/6P1/2PPB3/7P/3QKR2 b - - 0 23
White,65,Nf3 Nf6 Nc3 Nc6 Nb5 e5 Nd6+ cxd6 e4 Nxe4 d4 f6 c3 Nxd4 cxd4 exd4 Qxd4 Qa5+ Bd2 Qxd2+ Qxd2 Be7 Bd3 O-O Bxe4 d5 Qxd5+ Rf7 Qxf7+ Kxf7 h4 d5 Bxd5+ Be6 Bxe6+ Kxe6 Nd4+ Kf7 f3 Bd6 O-O Kg8 Rae1 Rf8 Nc6 bxc6 Rf2 Re8 Rfe2 Rxe2 Rf1 Rxg2+ Kxg2 Be5 b4 Bd6 Kg1 Bc5+ bxc5 Kh8 Rf2 Kg8 Re2 Kh8 Re8#,4R2k/p5pp/2p2p2/2P5/7P/5P2/P7/6K1 b - - 6 33
White,51,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 exd5 Qxd5 f3 Nxd4 Bxd4 Qxa2 Bxe5 Qxb2 Bxf6 Qxc3+ Bxc3 f6 Rxa7 c6 Rxa8+ Kf7 Rf8+ Kxf8 Bxf6 Kg8 Bxh7+ Rxh7 Qa1 Rxh2 c3 Rxh1+ Kf2 Rf1+ Kxf1 Bc4+ Kg1 Be6 Qa8+ Kh7 Qxb7 Kg8 Qxg7#,6k1/6Q1/2p1bB2/8/8/2P2P2/6P1/6K1 b - - 0 26
White,175,Nf3 b6 Nc3 Nf6 e4 Nc6 d4 e5 Bd3 d5 Be3 Bd6 Nxe5 Bxe5 f3 Be6 dxe5 Nxe4 fxe4 f6 Nxd5 Qxd5 Bh6 Qxe4+ Be3 Qa4 c3 Qxd1+ Rxd1 fxe5 Bxb6 cxb6 b4 O-O Bxh7+ Kh8 Be4 Rf1+ Rxf1 Rf8 Rxf8+ Bg8 Bxc6 e4 Bxe4 b5 Rxg8+ Kxg8 Bd5+ Kh8 Kf1 Kh7 Be4+ Kg8 Bd5+ Kh8 Kg1 Kh7 Be4+ Kg8 Rd8+ Kf7 Rf8+ Kxf8 Bd5 Ke8 Bc6+ Kf8 Bd5 Ke8 Be6 Kf8 Bd5 Ke8 Bc6+ Kf8 g3 Kg8 Bd5+ Kf8 Bg2 Kg8 Bd5+ Kh8 Be6 Kh7 Bf5+ Kg8 Be6+ Kh8 Bd5 Kh7 Be4+ Kg8 Bd5+ Kh8 Be6 Kh7 Bf5+ Kg8 Be6+ Kh8 Bd5 Kh7 Be4+ Kg8 Bd5+ Kh8 Be6 Kh7 c4 Kh8 cxb5 Kh7 Bf5+ Kg8 Be6+ Kh8 b6 Kh7 Bd5 Kh8 Bc4 Kh7 bxa7 Kh8 Be6 Kh7 Bf5+ Kg8 Be6+ Kh8 a8=R+ Kh7 Rh8+ Kxh8 Kf2 Kh7 Bf5+ Kh6 Kg1 Kh5 g4+ Kh6 Kh1 Kg5 Be6 Kh6 b5 Kh7 Bf5+ Kh8 Be6 Kh7 Bf5+ Kg8 Be6+ Kh8 Kg1 Kh7 Bf5+ Kg8 Be6+ Kh8 Bc4 Kh7 Bd3+ Kg8 a4 Kh8 b6 Kg8 b7 Kh8 b8=Q#,1Q5k/6p1/8/8/P5P1/3B4/7P/6K1 b - - 0 88
White,39,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Bb5 Be6 Bxc6+ Kf8 Bxd5 c6 Bxe6 fxe6 Be3 Nxe4 Nxe4 Qh4 c3 Qxe4 Nxe5 Qxe3+ fxe3 Bxe5 O-O+ Kg8 dxe5 Rf8 Rxf8+ Kxf8 Qd6+ Kg8 Qxe6+ Kf8 Rf1#,5k1r/pp4pp/2p1Q3/4P3/8/2P1P3/PP4PP/5RK1 b - - 2 20
